NodeName,Arch,CoresPerSocket,CPUAlloc,CPUErr,CPUTot,CPULoad,AvailableFeatures,ActiveFeatures,Gres,NodeAddr,NodeHostName,Version,OS,RealMemory,AllocMem,FreeMem,Sockets,Boards,State,ThreadsPerCore,TmpDisk,Weight,Owner,MCS_label,Partitions,BootTime,SlurmdStartTime,CfgTRES,AllocTRES,CapWatts,CurrentWatts,LowestJoules,ConsumedJoules,ExtSensorsJoules,ExtSensorsWatts,ExtSensorsTemp
node137,x86_64,10,20,0,20,1.01,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node137,node137,17.02,Linux,64156,0,60676,2,1,ALLOCATED,1,9951,1,vvitale(10087),N/A,long,2019-12-10T09:45:28,2020-03-06T14:56:39,"cpu=20,mem=64156M",cpu=20,n/a,95,73054,119686058,n/s,0,n/s
node138,x86_64,10,20,0,20,19.15,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node138,node138,17.02,Linux,64156,0,54512,2,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,long,2019-10-17T14:54:39,2020-03-06T14:56:38,"cpu=20,mem=64156M",cpu=20,n/a,219,94591,119059312,n/s,0,n/s
node139,x86_64,8,0,0,16,0.01,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node139,node139,17.02,Linux,31955,0,31010,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-17T14:54:09,2020-03-06T14:56:37,"cpu=16,mem=31955M",,n/a,26,103916,46092211,n/s,0,n/s
node140,x86_64,8,0,0,16,0.01,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node140,node140,17.02,Linux,31920,0,29758,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:05:16,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,27,127748,22913292,n/s,0,n/s
node141,x86_64,8,0,0,16,0.01,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node141,node141,17.02,Linux,31920,0,30061,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:05:17,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,27,139996,18430684,n/s,0,n/s
node142,x86_64,8,0,0,16,0.01,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node142,node142,17.02,Linux,31920,0,29512,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:04:53,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,23,32583,15556802,n/s,0,n/s
node143,x86_64,8,0,0,16,0.01,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node143,node143,17.02,Linux,31920,0,29727,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:05:16,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,27,97849,18132257,n/s,0,n/s
node144,x86_64,8,0,0,16,0.02,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node144,node144,17.02,Linux,31920,0,29917,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:05:20,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,25,81555,15802513,n/s,0,n/s
node145,x86_64,8,0,0,16,0.01,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node145,node145,17.02,Linux,31920,0,29893,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:05:21,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,25,155513,16024440,n/s,0,n/s
node146,x86_64,8,0,0,16,0.01,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node146,node146,17.02,Linux,31920,0,29924,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:05:23,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,26,139420,16497830,n/s,0,n/s
node147,x86_64,8,0,0,16,0.02,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node147,node147,17.02,Linux,31920,0,29775,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-16T21:05:20,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,22,208204,14920581,n/s,0,n/s
node148,x86_64,8,0,0,16,0.03,"infiniband,32gb,sandybridge-ep,e5-2650","infiniband,32gb,sandybridge-ep,e5-2650",(null),node148,node148,17.02,Linux,31920,0,29471,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-17T14:15:20,2020-03-06T14:56:37,"cpu=16,mem=31920M",,n/a,26,128075,16452571,n/s,0,n/s
node149,x86_64,10,20,0,20,20.13,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node149,node149,17.02,Linux,64156,0,53680,2,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,long,2019-10-17T11:17:07,2020-03-06T14:56:40,"cpu=20,mem=64156M",cpu=20,n/a,196,102246,92639295,n/s,0,n/s
node150,x86_64,10,0,0,20,1.11,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node150,node150,17.02,Linux,64156,0,60999,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-17T11:17:08,2020-03-06T14:56:40,"cpu=20,mem=64156M",,n/a,35,153265,104720616,n/s,0,n/s
node151,x86_64,10,0,0,20,1.12,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node151,node151,17.02,Linux,64156,0,63095,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-17T11:17:05,2020-03-06T14:56:39,"cpu=20,mem=64156M",,n/a,49,109784,103470258,n/s,0,n/s
node152,x86_64,10,20,0,20,20.17,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node152,node152,17.02,Linux,64156,0,53727,2,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,long,2019-10-17T11:17:10,2020-03-06T14:56:40,"cpu=20,mem=64156M",cpu=20,n/a,188,161259,104815545,n/s,0,n/s
node153,x86_64,10,20,0,20,20.19,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node153,node153,17.02,Linux,64156,0,54106,2,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,long,2019-10-17T14:55:09,2020-03-06T14:56:40,"cpu=20,mem=64156M",cpu=20,n/a,190,116960,111268110,n/s,0,n/s
node154,x86_64,10,20,0,20,20.14,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node154,node154,17.02,Linux,64156,0,53900,2,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,long,2019-10-17T14:55:08,2020-03-06T14:56:40,"cpu=20,mem=64156M",cpu=20,n/a,190,169636,112449950,n/s,0,n/s
node155,x86_64,10,20,0,20,20.22,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node155,node155,17.02,Linux,64156,0,54332,2,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,long,2019-10-17T14:55:09,2020-03-06T14:56:40,"cpu=20,mem=64156M",cpu=20,n/a,191,196102,112869275,n/s,0,n/s
node156,x86_64,10,0,0,20,1.11,"infiniband,64gb,ivybridge-ep,e5-2680v2","infiniband,64gb,ivybridge-ep,e5-2680v2",(null),node156,node156,17.02,Linux,64156,0,62109,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-17T14:55:23,2020-03-06T14:56:41,"cpu=20,mem=64156M",,n/a,36,196080,108841869,n/s,0,n/s
node161,x86_64,1,40,0,40,15.58,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node161,node161,17.02,Linux,192960,0,173968,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T13:40:30,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,172,577515,90387931,n/s,0,n/s
node162,x86_64,1,40,0,40,19.90,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node162,node162,17.02,Linux,192960,0,178110,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T13:40:31,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,204,510430,96450167,n/s,0,n/s
node163,x86_64,1,40,0,40,18.03,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node163,node163,17.02,Linux,192960,0,185964,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T11:23:36,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,142,474416,101116520,n/s,0,n/s
node164,x86_64,1,40,0,40,18.01,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node164,node164,17.02,Linux,192960,0,185967,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T11:23:36,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,144,673336,100581620,n/s,0,n/s
node165,x86_64,1,40,0,40,19.93,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node165,node165,17.02,Linux,192960,0,177999,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T11:23:38,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,205,372975,104357096,n/s,0,n/s
node166,x86_64,1,40,0,40,19.96,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node166,node166,17.02,Linux,192960,0,177295,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T13:40:32,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,207,486028,105862590,n/s,0,n/s
node167,x86_64,1,40,0,40,19.93,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node167,node167,17.02,Linux,192960,0,177929,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T13:40:33,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,154,809820,108588098,n/s,0,n/s
node168,x86_64,1,40,0,40,19.98,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node168,node168,17.02,Linux,192960,0,178718,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T13:40:34,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,152,649897,100627662,n/s,0,n/s
node169,x86_64,1,40,0,40,19.88,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node169,node169,17.02,Linux,192960,0,178068,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T13:40:35,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,220,374902,97715143,n/s,0,n/s
node170,x86_64,1,40,0,40,18.04,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node170,node170,17.02,Linux,192960,0,185924,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T14:20:19,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,158,804620,95432997,n/s,0,n/s
node171,x86_64,1,40,0,40,12.02,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node171,node171,17.02,Linux,192960,0,179061,40,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,cmsp,2019-10-17T14:20:20,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,195,158175,93306687,n/s,0,n/s
node172,x86_64,1,40,0,40,18.03,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node172,node172,17.02,Linux,192960,0,185303,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T15:09:47,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,156,461852,94603796,n/s,0,n/s
node173,x86_64,1,40,0,40,19.97,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node173,node173,17.02,Linux,192960,0,177912,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T14:05:29,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,237,608844,110013944,n/s,0,n/s
node174,x86_64,1,40,0,40,19.94,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node174,node174,17.02,Linux,192960,0,175234,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T14:05:34,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,207,355636,93390137,n/s,0,n/s
node175,x86_64,1,40,0,40,19.95,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node175,node175,17.02,Linux,192960,0,178558,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T14:05:36,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,225,331906,100811268,n/s,0,n/s
node176,x86_64,1,40,0,40,17.73,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node176,node176,17.02,Linux,192960,0,170968,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T14:52:34,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,168,644581,90388722,n/s,0,n/s
node177,x86_64,1,40,0,40,17.89,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node177,node177,17.02,Linux,192960,0,171621,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T14:52:02,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,167,334668,82750149,n/s,0,n/s
node178,x86_64,1,40,0,40,9.93,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node178,node178,17.02,Linux,192960,0,178249,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T14:52:02,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,146,916748,88658507,n/s,0,n/s
node179,x86_64,1,0,0,40,0.01,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node179,node179,17.02,Linux,192960,0,186747,40,1,IDLE,1,9951,1,N/A,N/A,cmsp,2019-10-17T14:52:02,2020-03-06T14:56:35,"cpu=40,mem=192960M",,n/a,12,347885,88541424,n/s,0,n/s
node180,x86_64,1,40,0,40,18.02,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node180,node180,17.02,Linux,192960,0,185928,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T14:52:02,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,157,499496,83789534,n/s,0,n/s
node181,x86_64,1,40,0,40,17.96,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node181,node181,17.02,Linux,192960,0,185887,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-30T15:11:31,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,156,655505,83606038,n/s,0,n/s
node182,x86_64,1,40,0,40,18.02,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node182,node182,17.02,Linux,192960,0,185908,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T14:52:02,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,155,545423,84363530,n/s,0,n/s
node183,x86_64,1,40,0,40,12.01,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node183,node183,17.02,Linux,192960,0,182812,40,1,ALLOCATED,1,9951,1,nseriani(6623),N/A,cmsp,2019-10-17T14:52:02,2020-03-06T14:56:35,"cpu=40,mem=192960M",cpu=40,n/a,194,599478,91436006,n/s,0,n/s
node184,x86_64,1,0,0,40,0.01,"omnipart,192,broadwell-ep,e5-2640v4","omnipart,192,broadwell-ep,e5-2640v4",(null),node184,node184,17.02,Linux,192960,0,186766,40,1,IDLE,1,9951,1,N/A,N/A,cmsp,2019-10-17T14:52:02,2020-03-06T14:56:35,"cpu=40,mem=192960M",,n/a,16,415349,86243392,n/s,0,n/s
serial01,x86_64,8,14,0,16,14.01,"32gb,sandybridge-ep,e5-2650","32gb,sandybridge-ep,e5-2650",(null),serial01,serial01,17.02,Linux,31955,0,24026,2,1,MIXED,1,9951,1,N/A,N/A,serial,2020-03-05T12:01:52,2020-03-06T14:56:41,"cpu=16,mem=31955M",cpu=14,n/a,90,99783,42151075,n/s,0,n/s
testing01,x86_64,8,16,0,16,8.00,"32gb,sandybridge-ep,e5-2650","32gb,sandybridge-ep,e5-2650",(null),testing01,testing01,17.02,Linux,31955,0,29855,2,1,ALLOCATED,1,9951,1,ltchibot(5994),N/A,testing,2020-03-06T09:27:25,2020-03-06T14:56:40,"cpu=16,mem=31955M",cpu=16,n/a,105,113153,39330559,n/s,0,n/s
testing02,x86_64,8,16,0,16,8.04,"32gb,sandybridge-ep,e5-2650","32gb,sandybridge-ep,e5-2650",(null),testing02,testing02,17.02,Linux,31955,0,29658,2,1,ALLOCATED,1,9951,1,ltchibot(5994),N/A,testing,2020-03-06T09:27:25,2020-03-06T14:56:40,"cpu=16,mem=31955M",cpu=16,n/a,101,106178,37007307,n/s,0,n/s
